FKBP1A	2280	rect	184,5,491,112	alk1_2pathway	alk1_2pathway.jpg	ALK1 pathway
ACVR1	90	rect	184,5,491,112	alk1_2pathway	alk1_2pathway.jpg	ALK1 pathway
ACVR1	90	rect	184,5,491,112	alk1_2pathway	alk1_2pathway.jpg	ALK1 pathway
FKBP1A	2280	rect	515,5,821,112	alk1_2pathway	alk1_2pathway.jpg	ALK1 pathway
ACVRL1	94	rect	515,5,821,112	alk1_2pathway	alk1_2pathway.jpg	ALK1 pathway
ACVRL1	94	rect	515,5,821,112	alk1_2pathway	alk1_2pathway.jpg	ALK1 pathway
ATF2	1386	rect	2181,240,2214,256	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	2221,440,2277,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
KAT5	10524	rect	266,683,302,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	353,651,473,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
JDP2	122953	rect	353,651,473,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	613,683,669,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	123,440,181,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
JUN	3725	rect	800,651,920,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	800,651,920,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
JUN	3725	rect	906,440,955,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	2179,40,2216,56	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
MAPK3	5595	rect	2267,40,2362,56	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
MAPK1	5594	rect	2267,40,2362,56	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ACHE	43	rect	214,960,253,976	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
DUSP1	1843	rect	311,960,348,976	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	1632,651,1733,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
EP300	2033	rect	1632,651,1733,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
EP300	2033	rect	1747,440,1778,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	961,240,1020,256	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
MAPK9	5601	rect	398,240,439,256	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
MMP2	4313	rect	1773,683,1813,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
MMP2	4313	rect	1773,683,1813,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	1853,651,1992,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
CREB1	1385	rect	1853,651,1992,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
CREB1	1385	rect	1949,440,2017,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
MAPK8	5599	rect	1438,240,1479,256	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	2067,651,2197,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
RUVBL2	10856	rect	2067,651,2197,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
RUVBL2	10856	rect	2105,440,2165,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
PDGFRA	5156	rect	2232,683,2288,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	3688,616,3837,765	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
NF1	4763	rect	3688,616,3837,765	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
POU2F1	5451	rect	3688,616,3837,765	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
BRCA1	672	rect	3688,616,3837,765	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
NF1	4763	rect	3553,440,3637,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
POU2F1	5451	rect	3690,440,3723,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
BRCA1	672	rect	3780,440,3825,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
DUSP10	11221	rect	2340,683,2377,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
BCL2	596	rect	1905,960,1940,976	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
JUN	3725	rect	124,960,151,976	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
TGFB2	7042	rect	2429,683,2493,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
JDP2	122953	rect	660,440,708,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
EP300	2033	rect	717,683,763,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
KAT5	10524	rect	423,440,459,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
CUL3	8452	rect	519,440,555,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
SELE	6401	rect	499,960,544,976	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
INS	3630	rect	2545,683,2583,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
GADD45A	1647	rect	3731,960,3794,976	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
SOCS3	9021	rect	2637,683,2683,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	1200,651,1331,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
JUND	3727	rect	1200,651,1331,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
JUND	3727	rect	1572,440,1631,456	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
MAPK14	1432	rect	2268,240,2335,256	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
PPARGC1A	10891	rect	2829,683,2875,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
HRK	8739	rect	604,960,631,976	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
IL6	3569	rect	2938,683,2958,699	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
IFNG	3458	rect	687,960,758,976	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	944,651,1080,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
ATF2	1386	rect	944,651,1080,731	atf2_pathway	atf2_pathway.jpg	ATF-2 transcription factor network
